docent aan academie	docent aan academie	docent	docent	11022	33.33
kanselier	kanselier	kanselier	kanselier	20210	87.77
commissionair in verfwaren	commissionair in verf_waren	commissionair	commissionair	43230	66.45
binnenvaart	binnenvaart	binnenvaart	binnenvaart	4220	56.06
ambtenaar bij de directe belastingen douane en accijnzen	ambtenaar bij de direct belasting douane en accijns	ambtenaar	ambtenaar	31040	68.18
ambtenaar bij de stedelijke accijnzen	ambtenaar bij de stedelijk accijns	ambtenaar	ambtenaar	31030	69.38
opzichter bij de korenmeters	opzichter bij de koor_meter	opzichter	opzichter	39150	67.3
hoofdklerk	hoofd_klerk	hoofdklerk	hoofdklerk	30000	72.87
hoofd ingenieur bij de waterstaat	hoofd ingenieur bij de waterstaat	hoofd	hoofd	2290	89.01
steker	steker	steker	steker	94980	75.19
eerste fitter bij een gasfabriek	eerste fitter bij een gas_fabriek	fitter	fitter	87120	60.95
fabrikant van kaarsen	fabrikant van kaars	fabrikant	fabrikant	21110	84.88
onderwijzer bij bijzonder onderwijs	onderwijzer bij bijzonder onderwijs	onderwijzer	onderwijzer	13320	67.88
opperopziener bij de stedelijke belastingen	opperopziener bij de stedelijk belasting	opperopziener	opperopziener	31030	69.38
opzichter bij een spinnerij	opzichter bij een spinnerij	opzichter	opzichter	22670	66.93
militait bij de vestingartillerie en dagloner	militait bij de vesting_artillerie en dagloner	militait	militait	99920	44.04
gepensioneerd foerier	gepensioneerd foerier	foerier	foerier	58330	61.68
agent van couranten	agent van courant	agent	agent	43230	66.45
bottelier op een corvet	bot_lier op een corvet	bottelier	bot_lier	97152	61.24
employé bij de rhijnspoorweg	employé bij de rhijnspoorweg	employé	employé	39960	61.4
opzichter bij een kolenmagazijn	opzichter bij een kool_magazijn	opzichter	opzichter	22620	64.83
dijkbaas	dijk_baas	dijkbaas	dijk_baas	22690	57.72
smidsbaas	smid_baas	smidsbaas	smidsbaas	83110	55.31
commissionair in vlees	commissionair in vlees	commissionair	commissionair	43230	66.45
meesterknecht bij de japanse marine	meester_knecht bij de Japans marine	meesterknecht	meester_knecht	58340	52.11
hoefsmidsgezel	hoef_smid_gezel	hoefsmidsgezel	hoef_smid_gezel	83110	55.31
griffier bij de secretarie	griffier bij de secretarie	griffier	griffier	39340	75.25
assistent controleur bij de spoorwegen	assistent controleur bij de spoor_weg	assistent	assistent	22240	72.48
schoorsteenveger	schoorsteen_veger	schoorsteenveger	schoorsteen_veger	55240	55.09
lierdrijver bij een steenfabriek	lier_drijver bij een steen_fabriek	lierdrijver	lier_drijver	98990	53.99
visiteuse bij de rijksbelastingen	visiteuse bij de rijk_belasting	visiteuse	visiteuse	31030	69.38
koopvrouw in brandstof	koop_vrouw in brandstof	koopvrouw	koop_vrouw	41025	63.06
kantoorbediende sigaretten	kantoorbediende sigaret	kantoorbediende	kantoorbediende	39310	69.59
fabrikant van likeuren	fabrikant van likeur	fabrikant	fabrikant	21110	84.88
accountant bij de post telegrafie en telefonie	accountant bij de post telegrafie en telefonie	accountant	accountant	11010	77.81
bode bij het provinciale huis	bode bij het provinciaal huis	bode	bode	37040	55.72
opzichter vanwegen	opzichter vanwegen	opzichter	opzichter	22675	78.55
opziener bij de jacht	op_ziener bij de jacht	opziener	op_ziener	64990	52.52
stoker bij de koninklijke nederlandse stoombootmaatschappij	stoker bij de koninklijk Nederlands stoomboot_maatschappij	stoker	stoker	98220	61.58
stuurman op de grote vaart	stuurman op de groot vaart	stuurman	stuurman	4230	66.7
opzichter bij de stadsreiniging	opzichter bij de stad_reiniging	opzichter	opzichter	22690	57.72
handelaar in wol	handelaar in wol	handelaar	handelaar	41025	63.06
agent van politie	agent van politie	agent	agent	58220	54.83
daggelder	daggelder	daggelder	daggelder	99920	44.04
werkman bij het gemeentelijk elektriciteitsbedrijf	werkman bij het gemeentelijk elektriciteit_bedrijf	werkman	werkman	99910	57.34
kwekeling bij het loodswezen	kwekeling bij het lood_wezen	kwekeling	kwekeling	4240	66.47
handelaar in leer	handelaar in leer	handelaar	handelaar	41025	63.06
commies waker	commies waker	commies	commies	58990	65
rijksveeopzichter	rijksveeopzichter	rijksveeopzichter	rijksveeopzichter	22520	64.87
debitant	debitant	debitant	debitant	41030	57.59
winkelierster in snoepgoed	winkelier_ster in snoepgoed	winkelierster	winkelier_ster	41030	57.59
meesterknecht bij een houtzagerij	meester_knecht bij een houtzagerij	meesterknecht	meester_knecht	99930	55.31
varensman	varen_man	varensman	varensman	98135	52.91
gepensioneerd riddermeester	gepensioneerd ridder_meester	riddermeester	ridder_meester	-1	NA
meester schilder	meester schilder	meester	meester	93120	57.72
herenknecht	heer_knecht	herenknecht	heer_knecht	54010	41.43
opperwachtmeester bij de rijdende artillerie	opperwachtmeester bij de rijden artillerie	opperwachtmeester	opperwachtmeester	58330	61.68
werkman bij kalkovens	werkman bij kalk_oven	werkman	werkman	99910	57.34
directeur bij een visserijschool	directeur bij een visserij_school	directeur	directeur	21110	84.88
hoofd bij een bijzondere rooms-katholieke school	hoofd bij een bijzonder rooms-katholiek school	hoofd	hoofd	13940	81.63
hoofdopzichter bij de spoorwegen	hoofd_opzichter bij de spoor_weg	hoofdopzichter	hoofd_opzichter	22230	73.33
knecht bij het gasthuis	knecht bij het gasthuis	knecht	knecht	54090	63.13
onderchef bij de staatsspoorwegen	onder_chef bij de staats_spoor_weg	onderchef	onder_chef	22200	57.95
kapitein bij een rijkslichtschip	kapitein bij een rijkslichtschip	kapitein	kapitein	4217	49.81
beambte bij het ijkwezen	beambte bij het ijken_wezen	beambte	beambte	39990	71.19
chef bij een algemeen bedrijfsbureau	chef bij een algemeen bedrijf_bureau	chef	chef	22110	79.5
commies bij de dijken en zeewering	commies bij de dijk en zeewering	commies	commies	31090	80.98
hoofdingenieur bij de belastingen	hoofd_ingenieur bij de belasting	hoofdingenieur	hoofd_ingenieur	31030	69.38
zeeman bij de koopvaardij	zeeman bij de koop_vaar_dij	zeeman	zeeman	98135	52.91
landopzichter	land_opzichter	landopzichter	landopzichter	22520	64.87
wisselmakelaar	wissel_makelaar	wisselmakelaar	wisselmakelaar	44190	78.16
ambtenaar bij het ministerie	ambtenaar bij het ministerie	ambtenaar	ambtenaar	31090	80.98
koopman van klein wild en gevogelte	koopman van klein wild en gevogelte	koopman	koopman	41025	63.06
kantoorloper bij de koninklijke marine	kantoor_loper bij de koninklijk marine	kantoorloper	kantoor_loper	37040	55.72
adjunct inspecteur bij het rijksbureau voor voedselvoorziening	adjunct inspecteur bij het rijk_bureau voor voedsel_voorziening	inspecteur	inspecteur	94980	75.19
korenfactor	koor_factor	korenfactor	koor_factor	41020	81.33
secretaris bij een bank	secretaris bij een bank	secretaris	secretaris	21940	88.52
kandidaat bij de gereformeerde kerk	kandidaat bij de gereformeerd kerk	kandidaat	kandidaat	14120	97.7
karrenrijder	kar_rijder	karrenrijder	karrenrijder	98620	52.99
staaldraaier	staaldraaier	staaldraaier	staaldraaier	83320	60.91
koopman in oude kleren	koopman in oud kleed	koopman	koopman	41025	63.06
fabrikant van witte zeep	fabrikant van wit zeep	fabrikant	fabrikant	21110	84.88
huisschilder	huis_schilder	huisschilder	huis_schilder	93120	57.72
commandeur van de huistimmerlieden bij de koninklijke marine	commandeur van de huis_timmeren_lieden bij de koninklijk marine	commandeur	commandeur	58320	95.41
matroos bij de douane	matroos bij de douane	matroos	matroos	98135	52.91
stationsambtenaar	station_ambtenaar	stationsambtenaar	stationsambtenaar	39960	61.4
kanonnier bij de veldartillerie	kanon_nier bij de veld_artillerie	kanonnier	kanon_nier	58340	52.11
slijper bij een chroomlederfabriek	slijper bij een chroom_leed_fabriek	slijper	slijper	83500	57.25
los arbeidster	los arbeid_ster	arbeidster	arbeid_ster	99920	44.04
oud officier van justitie	oud officier van justitie	officier	officier	58320	95.41
ophaler van ziekenbussen	ophaler van ziekenbussen	ophaler	ophaler	33990	75.62
chef veldwachter	chef veldwachter	chef	chef	58220	54.83
leerling diamantzager	leerling diamantzager	diamantzager	diamantzager	88030	68.26
eerste luitenant bij de rijdende artillerie	eerste luitenant bij de rijden artillerie	luitenant	luitenant	58320	95.41
zaakvoerder bij een handelsvereniging	zaakvoerder bij een handel_vereniging	zaakvoerder	zaakvoerder	41025	63.06
bezorger van remplaçanten	bezorger van remplaçanten	bezorger	bezorger	45230	51.9
steenfabrieksarbeider	steenfabrieksarbeider	steenfabrieksarbeider	steenfabrieksarbeider	99930	55.31
huishoudster bij een particulier	huishoudster bij een particulier	huishoudster	huishoudster	54020	41.43
opzichter bij de zeewerken	opzichter bij de zee_werk	opzichter	opzichter	22675	78.55
handelaar in likeur	handelaar in likeur	handelaar	handelaar	41025	63.06
adjunct directeur bij een bankinstelling	adjunct directeur bij een bank_instelling	directeur	directeur	21950	80.54
commandant bij de gevangenis	commandant bij de gevangenis	commandant	commandant	58930	64.16
oud hoofdingenieur bij rijkswaterstaat	oud hoofd_ingenieur bij Rijkswaterstaat	hoofdingenieur	hoofd_ingenieur	2210	83.16
meubelmeester van de koning	meubel_meester van de koning	meubelmeester	meubel_meester	81120	57.2
geweermaker bij de huzaren	geweer_maker bij de huzaar	geweermaker	geweer_maker	83920	62.49
kantoorbediende bij een asfaltfabriek	kantoorbediende bij een asfalt_fabriek	kantoorbediende	kantoorbediende	39990	71.19
agent bij een stoombootmaatschappij	agent bij een stoomboot_maatschappij	agent	agent	44220	72.37
glasgraveerder	glasgraveerder	glasgraveerder	glasgraveerder	89420	54.66
gepensioneerd militaire	gepensioneerd militair	militaire	militair	58300	59.45
klokschoner	klok_schoon	klokschoner	klokschoner	55290	38.59
klerk bij de hollandse ijzeren spoorwegmaatschappij	klerk bij de Hollands ijzeren spoorweg_maatschappij	klerk	klerk	39960	61.4
haringinlegger	haringinlegger	haringinlegger	haringinlegger	77450	58.74
commissionair in fruit en groenten	commissionair in fruit en groente	commissionair	commissionair	43230	66.45
technisch ambtenaar bij het gemeentelijk elektriciteitsbedrijf	technisch ambtenaar bij het gemeentelijk elektriciteit_bedrijf	ambtenaar	ambtenaar	3550	82.58
ijzerwerker	ijzer_werker	ijzerwerker	ijzerwerker	72000	60.18
luitenant bij de keizerlijke douane	luitenant bij de keizerlijk douane	luitenant	luitenant	31040	68.18
hoofdmanteur bij de gemeentelijke telefoon	hoofdmanteur bij de gemeentelijk telefoon	hoofdmanteur	hoofdmanteur	85630	66.02
werkman bij een melkfabriek	werkman bij een melk_fabriek	werkman	werkman	99930	55.31
administrateur bij het departement van arbeid	administrateur bij het departement van arbeid	administrateur	administrateur	20210	87.77
duiker	duiker	duiker	duiker	95960	53.13
bode bij de rijksmarinewerf	bode bij de rijksmarinewerf	bode	bode	37040	55.72
opzichter bij de landontginning	opzichter bij de land_ontginning	opzichter	opzichter	22520	64.87
employé bij de ijzeren spoorweg	employé bij de ijzeren spoor_weg	employé	employé	39960	61.4
bankwerker bij het gemeentelijk energiebedrijf	bank_werker bij het gemeentelijk energie_bedrijf	bankwerker	bank_werker	83210	60.75
lector bij de hogeschool	lector bij de hoog_school	lector	lector	13100	99
expeditie	expeditie	expeditie	expeditie	39120	67.3
voorzitter bij de octrooiraad	voorzitter bij de octrooi_raad	voorzitter	voorzitter	20110	93.36
arbeider bij de staatsspoorwegen	arbeider bij de staats_spoor_weg	arbeider	arbeider	97400	45.86
werkman bij de nederlandse oliefabriek	werkman bij de Nederlands olie_fabriek	werkman	werkman	99930	55.31
tuinbouwleraar	tuinbouw_leraar	tuinbouwleraar	tuinbouwleraar	13990	74.54
meester glazenmaker	meester glas_maker	meester	meester	95720	63.29
garagehoudster	garage_houden_ster	garagehoudster	garagehoudster	84320	66.11
korporaal bij de politie eerste klasse	korporaal bij de politie eerste klasse	korporaal	korporaal	58220	54.83
baas	baas	baas	baas	22610	62.77
directeur bij een meelfabriek	directeur bij een meel_fabriek	directeur	directeur	21110	84.88
koopman van diamanten	koopman van diamant	koopman	koopman	41025	63.06
arbeider bij rijkswaterstaat	arbeider bij Rijkswaterstaat	arbeider	arbeider	99910	57.34
vuurstoker bij een brug	vuur_stoker bij een brug	vuurstoker	vuur_stoker	96930	58.13
veerknecht	veer_knecht	veerknecht	veer_knecht	98190	45.97
smid bij de centrale werkplaats	smid bij de centraal werk_plaats	smid	smid	83110	55.31
beschuitbakker verkade	beschuit_bakker Verkade	beschuitbakker	beschuit_bakker	77690	71.01
stanser bij een schoenenfabriek	stanser bij een schoen_fabriek	stanser	stanser	80222	50.9
portier bij het grand theater	portier bij het grand theater	portier	portier	59990	63.88
ambtenaar bij het kadaster	ambtenaar bij het Kadaster	ambtenaar	ambtenaar	31090	80.98
bedrijfsleider bij een meubelfabriek	bedrijf_leider bij een meubel_fabriek	bedrijfsleider	bedrijf_leider	21220	74.73
buitenwerker bij een stoomblekerij	buiten_werker bij een stoom_bleek_rij	buitenwerker	buiten_werker	56010	55.97
poorter bij het gesticht	poorter bij het gesticht	poorter	poorter	59990	63.88
chef commies bij de nederlandse spoorwegen	chef commies bij de Nederlands spoor_weg	chef	chef	39960	61.4
kolonist	kolonist	kolonist	kolonist	62970	49.47
koopman in hoeden en kappen	koopman in hoeden en kappen	koopman	koopman	41025	63.06
vader bij een rustoord	vader bij een rust_oord	vader	vader	22460	54.18
opzichter bij een zuivelfabriek	opzichter bij een zuivel_fabriek	opzichter	opzichter	22665	64.83
bedienaar bij begrafenissen	bedienaar bij begrafenis	bedienaar	bedienaar	59220	59.91
boekhouder bij een scheepsbouwmaatschappij	boekhouder bij een scheepsbouw_maatschappij	boekhouder	boekhouder	33110	78.26
onderwijzer in de israëlitische godsdienst	onderwijzer in de israëlitische godsdienst	onderwijzer	onderwijzer	13290	85.23
handelaar in rijtuigen	handelaar in rijtuig	handelaar	handelaar	41025	63.06
onderbaas bij een steenoven	onder_baas bij een steen_oven	onderbaas	onder_baas	89360	48.65
stoffeerder van woninginrichtingen	stoffeerder van woning_inrichting	stoffeerder	stoffeerder	16230	71.94
opperwachtmeester bij de rijkspolitie	opperwachtmeester bij de rijk_politie	opperwachtmeester	opperwachtmeester	58220	54.83
commissaris bij de koninklijke provincie	commissaris bij de koninklijk provincie	commissaris	commissaris	20210	87.77
koopman in stokken	koopman in stok	koopman	koopman	41025	63.06
gymnastiekonderwijzer	gymnastiek_onderwijzer	gymnastiekonderwijzer	gymnastiekonderwijzer	13390	70.16
bankdirecteur bij een bank	bank_directeur bij een bank	bankdirecteur	bank_directeur	21110	84.88
directeur bij een zinkfabriek	directeur bij een zink_fabriek	directeur	directeur	21110	84.88
magazijnbediende bij de cdk	magazijn_bediende bij de cdk	magazijnbediende	magazijn_bediende	97145	56.66
brigadier bij de konvooien	brigadier bij de konvooi	brigadier	brigadier	58220	54.83
bediende bij een manege	bediende bij een manege	bediende	bediende	62460	52.49
tijdelijk ambtenaar bij de secretarie	tijdelijk ambtenaar bij de secretarie	ambtenaar	ambtenaar	39310	69.59
commissaris bij de nederlandse spoorwegen	commissaris bij de Nederlands spoor_weg	commissaris	commissaris	39960	61.4
kolonel bij het oost-indischleger	kolonel bij het oost-indischleger	kolonel	kolonel	58320	95.41
helper bij de rijkskeuken	helper bij de rijk_keuken	helper	helper	53190	57.75
eerste notarisklerk	eerste notaris_klerk	notarisklerk	notaris_klerk	39340	75.25
hulpbeambte	hulp_beambte	hulpbeambte	hulpbeambte	30000	72.87
ontvanger bij de accijnzen	ontvanger bij de accijns	ontvanger	ontvanger	31020	90.51
leraar in boekhouden	leraar in boekhouden	leraar	leraar	13215	85.23
rijkswachter bij polderdistrict	rijkswachter bij polder_district	rijkswachter	rijkswachter	58940	54.4
vergulder op zijde	vergulder op zijde	vergulder	vergulder	93920	58.91
schoolmeester bij een hollandse school	schoolmeester bij een Hollands school	schoolmeester	schoolmeester	13200	86.41
korfmaker	korf_maker	korfmaker	korf_maker	94220	51.58
fabrikant van linnen	fabrikant van linnen	fabrikant	fabrikant	21110	84.88
roeier bij het zeerecht	roeier bij het zee_recht	roeier	roeier	98190	45.97
koorzanger	koor_zanger	koorzanger	koor_zanger	17145	68.98
directeur bij een vakschool voor kleermakers	directeur bij een vak_school voor kleermaker	directeur	directeur	21110	84.88
varkenskoopman	varken_koopman	varkenskoopman	varkenskoopman	41025	63.06
oliehandelaar	olie_handelaar	oliehandelaar	oliehandelaar	41025	63.06
administrateur bij de gemeentepolitie	administrateur bij de gemeente_politie	administrateur	administrateur	20210	87.77
hoofdcommies bij het bevolkingsregister	hoofd_commies bij het bevolkingsregister	hoofdcommies	hoofd_commies	31090	80.98
bouwvak	bouwvak	bouwvak	bouwvak	95000	54.04
ontvanger bij de invoerrechten en accijnzen	ontvanger bij de invoer_recht en accijns	ontvanger	ontvanger	31040	68.18
bode van dwangbevelen	bode van dwang_bevelen	bode	bode	37040	55.72
ijzerwerker bij een scheepstimmerwerf	ijzer_werker bij een scheepstimmerwerf	ijzerwerker	ijzer_werker	72000	60.18
ambtenaar bij het rijksarchief	ambtenaar bij het rijksarchief	ambtenaar	ambtenaar	39530	64.12
sergeant bij de grenadiers en jagers	sergeant bij de grenadiers en jager	sergeant	sergeant	58330	61.68
tijdschrijver bij de staatsspoorwegen	tijd_schrijver bij de staats_spoor_weg	tijdschrijver	tijd_schrijver	39390	71.8
chef machinist bij vaml	chef machinist bij vaml	chef	chef	98320	61.13
kantoorbediende bij de gemeentewerken	kantoorbediende bij de gemeente_werk	kantoorbediende	kantoorbediende	31090	80.98
dienstbode in rechten	dienstbode in rechten	dienstbode	dienstbode	54020	41.43
inlegger	inlegger	inlegger	inlegger	99910	57.34
hoofd bij een school van de gereformeerde gemeente	hoofd bij een school van de gereformeerd gemeente	hoofd	hoofd	13940	81.63
directeur bij een uitgeverij van kranten	directeur bij een uitgeverij van krant	directeur	directeur	21110	84.88
zilversmidsknecht	zilver_smid_knecht	zilversmidsknecht	zilversmidsknecht	88050	69.01
brigadier titulair te voet	brigadier titulair te voet	brigadier	brigadier	58220	54.83
jager bij de jagers	jager bij de jager	jager	jager	58340	52.11
kraandrijver bij een handel	kraan_drijver bij een handel	kraandrijver	kraan_drijver	97315	60.61
smid	smid	smid	smid	83110	55.31
hulp bij een veehoudersbedrijf	hulp bij een vee_houder_bedrijf	hulp	hulp	61240	49.63
kapitein bij het heilsleger	kapitein bij het heil_leger	kapitein	kapitein	14140	97.7
veerman bij de nederlandse spoorwegen	veer_man bij de Nederlands spoor_weg	veerman	veer_man	4220	56.06
koopman in was	koopman in was	koopman	koopman	41025	63.06
vrachtschipper op de binnenvaart	vracht_schipper op de binnenvaart	vrachtschipper	vracht_schipper	4220	56.06
chef bij een breifabriek	chef bij een brei_fabriek	chef	chef	22670	66.93
stoker bij een pannenfabriek	stoker bij een pan_fabriek	stoker	stoker	96930	58.13
metselaar bij kreukniet	metselaar bij kreukniet	metselaar	metselaar	95120	50
koperslager bij de nederlandse spoorwegen	koper_slager bij de Nederlands spoor_weg	koperslager	koper_slager	87330	60.31
wachtmeester titulair bij de koninklijke marechaussee	wachtmeester titulair bij de koninklijk marechaussee	wachtmeester	wachtmeester	58225	58.36
kassier bij een restaurant	kassier bij een restaurant	kassier	kassier	33135	76.13
gepensioneerd mineur	gepensioneerd mineur	mineur	mineur	7110	69.15
baas bij een bakkerij	baas bij een bakkerij	baas	baas	77610	59.63
exploitant van een rusthuis	exploitant van een rust_huis	exploitant	exploitant	21990	89.86
koopman in wijn bier en gedistilleerd	koopman in wijn bier en gedistilleerd	koopman	koopman	41025	63.06
opperman bij een ziekenhuis	opperen_man bij een ziekenhuis	opperman	opperen_man	99910	57.34
hoofdagent titulair bij de politie	hoofd_agent titulair bij de politie	hoofdagent	hoofd_agent	58220	54.83
oud ontvanger	oud ontvanger	ontvanger	ontvanger	33990	75.62
loofd bij de nederlandse marine	loofd bij de Nederlands marine	loofd	loofd	4240	66.47
meester kapper	meester kapper	meester	meester	57025	59.34
werknemer bij een militair hospitaal	werknemer bij een militair hospitaal	werknemer	werknemer	7110	69.15
coupeur	coupeur	coupeur	coupeur	79420	60.77
