docent aan academie	docent aan academie	docent	docent	11022	33.33
winkelier in vis	winkelier in vis	winkelier	winkelier	41030	57.59
directeur bij een stoomzuivelfabriek	directeur bij een stoom_zuivel_fabriek	directeur	directeur	21110	84.88
taxateur van roerende goederen	taxateur van roerend goed	taxateur	taxateur	44330	72.37
gegageerd sjouwerman	gegageerd sjouwerman	sjouwerman	sjouwerman	97125	49.34
soldaat bij de pionniers	soldaat bij de pionniers	soldaat	soldaat	58340	52.11
agent bij de politie van de grietenij	agent bij de politie van de grietenij	agent	agent	58220	54.83
leraar bij een normaalschool	leraar bij een normaal_school	leraar	leraar	13200	86.41
cellist	cellist	cellist	cellist	17140	63.79
rijksambtenaar derde klasse	rijk_ambtenaar derde klasse	rijksambtenaar	rijk_ambtenaar	31000	88.41
directeur bij een bankvereniging	directeur bij een bank_vereniging	directeur	directeur	21110	84.88
klerk bij het gemeentehuis	klerk bij het gemeentehuis	klerk	klerk	31090	80.98
adjunct commies eerste klasse	adjunct commies eerste klasse	commies	commies	31000	88.41
arbeider bij een kaarsenfabriek	arbeider bij een kaars_fabriek	arbeider	arbeider	99930	55.31
knecht bij een apotheker	knecht bij een apotheker	knecht	knecht	59950	62.68
bestuurder	bestuurder	bestuurder	bestuurder	98500	61.09
stoker bij een distilleerderij	stoker bij een distilleerderij	stoker	stoker	96930	58.13
baas bij de dijken	baas bij de dijk	baas	baas	22675	78.55
depothouder bij hus	depot_houder bij Hus	depothouder	depot_houder	45130	58.02
tamboer bij de marine	tam_boer bij de marine	tamboer	tam_boer	17140	63.79
hoofdwerktuigkundige	hoofdwerktuigkundige	hoofdwerktuigkundige	hoofdwerktuigkundige	3510	75.59
opzichter bij een zinkwitfabriek	opzichter bij een zinkwit_fabriek	opzichter	opzichter	22660	62.77
koksmaat bij een wachtschip	kok_maat bij een wacht_chip	koksmaat	kok_maat	53190	57.75
knecht bij een zolderbaas	knecht bij een zolder_baas	knecht	knecht	97145	56.66
directeur bij de rijksbelastingen	directeur bij de rijk_belasting	directeur	directeur	20210	87.77
sjouwer bij een draadnagelfabriek	sjouwer bij een draad_nagel_fabriek	sjouwer	sjouwer	97145	56.66
blokwachter	blok_wachter	blokwachter	blokwachter	98930	54.88
loopknecht bij een gloeilampenfabriek	loop_knecht bij een gloeilamp_fabriek	loopknecht	loop_knecht	37040	55.72
handelaar in paarden	handelaar in paard	handelaar	handelaar	41025	63.06
kok bij een hospitaal	kok bij een hospitaal	kok	kok	53130	57.66
griffier bij de arrondissementsrechtbank	griffier bij de arrondissement_rechtbank	griffier	griffier	39340	75.25
gezagvoerder bij de knim	gezagvoerder bij de knim	gezagvoerder	gezagvoerder	4215	78.25
koopman in manefacturen	koopman in manefacturen	koopman	koopman	41025	63.06
winkelier in aardappelen en brandstoffen	winkelier in aardappel en brandstof	winkelier	winkelier	41030	57.59
wikkelaar bij een vlees warenfabriek	wikkelaar bij een vlees warenfabriek	wikkelaar	wikkelaar	85345	67.41
foerier bij de nationale militie	foerier bij de nationaal militie	foerier	foerier	58330	61.68
leraar bij een hogere burgerschool	leraar bij een hoog burger_school	leraar	leraar	13200	86.41
kandidaat in de rechten	kandidaat in de recht	kandidaat	kandidaat	1200	85.58
muziekonderwijzer	muziek_onderwijzer	muziekonderwijzer	muziek_onderwijzer	13390	70.16
sergeant majoor instructeur bij de infanterie	sergeant majoor instructeur bij de infanterie	sergeant	sergeant	58330	61.68
onderwijzer bij de gemeente	onderwijzer bij de gemeente	onderwijzer	onderwijzer	13320	67.88
venter in brandstoffen	venter in brandstof	venter	venter	45220	51.9
onderbaas bij baggerwerk	onder_baas bij bagger_werk	onderbaas	onder_baas	22690	57.72
boekhouder bij een bouwmaterialenhandel	boekhouder bij een bouwmateriaal_handel	boekhouder	boekhouder	33110	78.26
majoor bij de cavalerie	majoor bij de cavalerie	majoor	majoor	58320	95.41
inpakker bij een boterfabriek	inpakker bij een boter_fabriek	inpakker	inpakker	97152	61.24
lijnwachter bij de rijks telegrafie	lijn_wachter bij de rijks telegrafie	lijnwachter	lijn_wachter	85700	58.86
opzichter bij de verlichting	opzichter bij de verlichting	opzichter	opzichter	98940	58
kok bij het huis van bewaring	kok bij het huis van bewaring	kok	kok	53130	57.66
kandidaat tot de heiligendienst	kandidaat tot de heilige_dienst	kandidaat	kandidaat	14120	97.7
schipper bij de gemeente	schipper bij de gemeente	schipper	schipper	4220	56.06
directeur bij een kasverzekering	directeur bij een kas_verzekering	directeur	directeur	21110	84.88
ambtenaar bij een isrealitische gemeente	ambtenaar bij een isrealitische gemeente	ambtenaar	ambtenaar	39990	71.19
propagandist bij een dagblad	propagandist bij een dag_blad	propagandist	propagandist	15960	80.5
directeur bij het buitengasthuis	directeur bij het buiten_gas_thuis	directeur	directeur	21110	84.88
winkelier in ijzer	winkelier in ijzer	winkelier	winkelier	41030	57.59
oestervisser	oester_visser	oestervisser	oester_visser	64130	51.5
aannemer van bouwwerken	aannemer van bouw_werk	aannemer	aannemer	21240	71.01
hulpontvanger	hulp_ontvanger	hulpontvanger	hulp_ontvanger	31020	90.51
ambtenaar bij de staatsgevangenis	ambtenaar bij de staat_gevangenis	ambtenaar	ambtenaar	58930	64.16
opzichter bij de zuidafrikaanse spoorwegmaatschappij	opzichter bij de Zuidafrikaans spoorweg_maatschappij	opzichter	opzichter	22230	73.33
bode bij het departement van arbeid	bode bij het departement van arbeid	bode	bode	37040	55.72
houder van een restaurant	houder van een restaurant	houder	houder	51030	69.8
hoogleraar in de theologie	hoogleraar in de theologie	hoogleraar	hoogleraar	13190	99
stoker bij een zoutziederij	stoker bij een zoutziederij	stoker	stoker	96930	58.13
secretaresse bij de voogdijraad	secretaresse bij de voogdij_raad	secretaresse	secretaresse	32120	91.34
meester speksnijder	meester speksnijder	meester	meester	77390	62.9
rector bij het gymnasium	rector bij het gymnasium	rector	rector	13940	81.63
wijnhandelaarster	wijn_handelaar_ster	wijnhandelaarster	wijnhandelaarster	41025	63.06
houder van een stoomdorser	houder van een stoomdorser	houder	houder	62220	45.66
vader bij het oude mannen en vrouwenhuis	vader bij het oud man en vrouw_huis	vader	vader	22460	54.18
directeur bij werkzaamheden	directeur bij werkzaamheid	directeur	directeur	21110	84.88
getouwbaas	getouwbaas	getouwbaas	getouwbaas	75710	54.27
winkelier in brandstoffen	winkelier in brandstof	winkelier	winkelier	41030	57.59
afroeper	afroeper	afroeper	afroeper	17920	50.63
controleur bij de grondbelasting	controleur bij de grond_belasting	controleur	controleur	31030	69.38
onderbaas bij een meubelmakerij	onder_baas bij een meubelmakerij	onderbaas	onder_baas	22690	57.72
klerk bij de hsn	klerk bij de hsn	klerk	klerk	39990	71.19
verpakster bij een biscuitfabriek	verpakken_ster bij een biscuitfabriek	verpakster	verpakken_ster	97152	61.24
controleur bij de nederlandse algemene keuringsdienst	controleur bij de Nederlands algemeen keuring_dienst	controleur	controleur	31090	80.98
ritmeester bij de cavalerie	rit_meester bij de cavalerie	ritmeester	rit_meester	58320	95.41
surnumerair bij de registratie	surnumerair bij de registratie	surnumerair	surnumerair	31030	69.38
arbeider bij een kartonfabriek	arbeider bij een karton_fabriek	arbeider	arbeider	73490	56.7
moeder bij het burgerweeshuis	moeder bij het burger_weeshuis	moeder	moeder	22460	54.18
klerk bij het bevolkingsregister	klerk bij het bevolkingsregister	klerk	klerk	31090	80.98
arbeider bij de genie	arbeider bij de genie	arbeider	arbeider	99910	57.34
vaandeldrager bij de infanterie	vaandel_drager bij de infanterie	vaandeldrager	vaandel_drager	58340	52.11
lid van de luchtbeschermings dienst	lid van de luchtbeschermings dienst	lid	lid	31090	80.98
directeur bij een houtzagerij	directeur bij een houtzagerij	directeur	directeur	21980	80.54
opperzeilmaker	opperen_zeil_maker	opperzeilmaker	opperzeilmaker	79920	59.79
stuurman bij een trawler	stuurman bij een trawler	stuurman	stuurman	4230	66.7
beambte bij de nationale bank	beambte bij de nationaal bank	beambte	beambte	33140	76.13
bestuurster	bestuurder	bestuurster	bestuurster	98500	61.09
winkelier bij een melkslijter	winkelier bij een melk_slijter	winkelier	winkelier	41030	57.59
beambte bij een spoorboot	beambte bij een spoor_boot	beambte	beambte	39960	61.4
directeur bij een houtdraaierij	directeur bij een houtdraaierij	directeur	directeur	21980	80.54
sjouwerman bij het bouwvak	sjouwerman bij het bouwvak	sjouwerman	sjouwerman	97125	49.34
eerste commies	eerste commies	commies	commies	30000	72.87
houder van een leesinrichting	houder van een lezen_inrichting	houder	houder	19190	87.02
winkelhouder	winkel_houder	winkelhouder	winkel_houder	41030	57.59
grofsmid bij een bonbonfabriek	grof_smid bij een bonbon_fabriek	grofsmid	grof_smid	83110	55.31
bedrijfsleider bij een autoverhuurinrichting	bedrijf_leider bij een auto_verhuur_inrichting	bedrijfsleider	bedrijf_leider	41040	63.16
student pater kapucijn	student pater kapucijn	student	student	14100	95.41
timmerman bij organisatie todt	timmerman bij organisatie todt	timmerman	timmerman	95410	53.84
meester slotenmaker	meester sloot_maker	meester	meester	83930	60.06
agent bij een brandassurantiemaatschappij	agent bij een brandassurantiemaatschappij	agent	agent	44120	76.25
directeur bij een autobandenhandel	directeur bij een autoband_handel	directeur	directeur	21300	70.61
directeur bij de indirecte belastingen	directeur bij de indirect belasting	directeur	directeur	20210	87.77
private bij het weeshuis	privaat bij het weeshuis	private	privaat	-1	NA
kapitein provoost	kapitein provoost	kapitein	kapitein	4217	49.81
verver bij een machinefabriek	verver bij een machine_fabriek	verver	verver	93120	57.72
hoogleraar in de waterbouwkunde	hoogleraar in de water_bouw_kunde	hoogleraar	hoogleraar	13125	99
assistent controleur	assistent controleur	assistent	assistent	94980	75.19
bedrijfsleider bij een bakkerij	bedrijf_leider bij een bakkerij	bedrijfsleider	bedrijf_leider	21220	74.73
fabrikant bij een meubelfabriek	fabrikant bij een meubel_fabriek	fabrikant	fabrikant	21110	84.88
assistent bij de anatomie	assistent bij de anatomie	assistent	assistent	5390	94.44
koopman in effecten	koopman in effect	koopman	koopman	44140	84.08
heer	heer	heer	heer	-1	NA
werkbaas bij het staatsspoor	werk_baas bij het staat_spoor	werkbaas	werk_baas	22610	62.77
confectie	confectie	confectie	confectie	79510	50.9
tijdelijk procureur bij de rechtbank	tijdelijk procureur bij de rechtbank	procureur	procureur	12410	96.02
koopman in vetwaren	koopman in vet_waren	koopman	koopman	41025	63.06
winkelierster in comestibles	winkelier_ster in comestibles	winkelierster	winkelier_ster	41030	57.59
eerste smid bij de koninklijke marine	eerste smid bij de koninklijk marine	smid	smid	83110	55.31
leerling portier	leerling portier	portier	portier	59990	63.88
koopman in boter	koopman in boter	koopman	koopman	41025	63.06
ontvanger van kerkmiddelen	ontvanger van kerk_middelen	ontvanger	ontvanger	33990	75.62
doctor in de geneeskunde	doctor in de geneeskunde	doctor	doctor	6105	92.87
verificateur	verificateur	verificateur	verificateur	31030	69.38
machineslijper	machineslijper	machineslijper	machineslijper	84980	60.88
venter van bakkerswaren	venter van bakker_waren	venter	venter	45220	51.9
operateur van een zetmachine	operateur van een zet_machine	operateur	operateur	92140	67.59
opzichter bij werken	opzichter bij werken	opzichter	opzichter	22610	62.77
koopman van bakkersartikelen	koopman van bakker_artikel	koopman	koopman	41025	63.06
poetser	poetser	poetser	poetser	83520	64.38
koster bij de evangelisch lutherse kerk	koster bij de evangelisch luthers kerk	koster	koster	55140	63.56
nachtportier	nacht_portier	nachtportier	nachtportier	58940	54.4
klerk bij de algemene rekenkamer	klerk bij de algemeen rekenen_kamer	klerk	klerk	33940	70.19
reiziger in meubelen	reiziger in meubel	reiziger	reiziger	43220	73.55
naaister bij een fabriek	naaister bij een fabriek	naaister	naaister	79510	50.9
handelskantoorbediende bij een boot	handel_kantoorbediende bij een boot	handelskantoorbediende	handel_kantoorbediende	39310	69.59
kwartiermeester bij de holland amerika lijn	kwartier_meester bij de holland amerika lijn	kwartiermeester	kwartier_meester	98120	59.72
koopman in zand	koopman in zand	koopman	koopman	41025	63.06
sergeant pontonniers	sergeant pontonniers	sergeant	sergeant	58330	61.68
ontvanger bij de spoorwegen	ontvanger bij de spoor_weg	ontvanger	ontvanger	33990	75.62
adjudant van de koning in buitengewone dienst	adjudant van de koning in buitengewoon dienst	adjudant	adjudant	58330	61.68
beambte bij een tuchtschool	beambte bij een tucht_school	beambte	beambte	39990	71.19
chef bij de nederlandse spoorwegen	chef bij de Nederlands spoor_weg	chef	chef	22230	73.33
chauffeur bij een rijtuigmaatschappij	chauffeur bij een rijtuig_maatschappij	chauffeur	chauffeur	98500	61.09
atelierwerkster bij een parfumerie	atelier_werkster bij een parfumerie	atelierwerkster	atelier_werkster	79510	50.9
inspecteur generaal bij de registratie	inspecteur generaal bij de registratie	inspecteur	inspecteur	20210	87.77
stuurman bij de koopvaardijvaart	stuurman bij de koop_vaar_dij_vaart	stuurman	stuurman	4230	66.7
versteller	vers_teller	versteller	versteller	88040	70.29
postmeester	post_meester	postmeester	postmeester	22220	96.11
boekhouder correspondent	boekhouder correspondent	boekhouder	boekhouder	33110	78.26
agent bij rijnsleepboten	agent bij rij_ns_leep_boot	agent	agent	44220	72.37
kapelmeester bij een politiekorps	kapel_meester bij een politie_korps	kapelmeester	kapel_meester	17135	64.37
gepensioneerd verificateur	gepensioneerd verificateur	verificateur	verificateur	31030	69.38
inspecteur van zuivel	inspecteur van zuivel	inspecteur	inspecteur	22665	64.83
conducteur bij het rhijnspoor	conducteur bij het rhijnspoor	conducteur	conducteur	36020	65.52
agent bij de politie vierde klasse	agent bij de politie vierde klasse	agent	agent	58220	54.83
besteller bij gezegd gouvernement	bes_teller bij gezegd gouvernement	besteller	bes_teller	37040	55.72
arbeider bij het waterschap	arbeider bij het waterschap	arbeider	arbeider	99910	57.34
gezworene bij de watering	gezworene bij de watering	gezworene	gezworene	99999	NA
plaatsvervangend griffier	plaatsvervangend griffier	griffier	griffier	39340	75.25
gepensioneerd wachtmeester bij de koninklijke marine	gepensioneerd wachtmeester bij de koninklijk marine	wachtmeester	wachtmeester	58225	58.36
meester laarzenmaker	meester laars_maker	meester	meester	80110	52.83
krantenbezorger	krant_bezorger	krantenbezorger	krant_bezorger	45240	56.72
eerste klerk bij justitie	eerste klerk bij justitie	klerk	klerk	39340	75.25
leerling mijnwerker	leerling mijnwerker	mijnwerker	mijnwerker	71105	50.56
vuurstoker op een sleepboot	vuur_stoker op een sleepboot	vuurstoker	vuur_stoker	98220	61.58
koopman bij een papier groothandel	koopman bij een papier groothandel	koopman	koopman	41020	81.33
kamermeisje	kamermeisje	kamermeisje	kamermeisje	54050	62.2
houtteller	hout_teller	houtteller	houtteller	63230	51.24
opperstuurman bij een fregat	opperst_uur_man bij een fregat	opperstuurman	opperst_uur_man	4230	66.7
commies waker bij de rijksbelastingen	commies waker bij de rijk_belasting	commies	commies	31030	69.38
directeur bij een bouwmaatschappij	directeur bij een bouw_maatschappij	directeur	directeur	21110	84.88
bakschipper	bak_schipper	bakschipper	bakschipper	4217	49.81
assistent landbouwer	assistent landbouwer	assistent	assistent	62210	45.66
handelaar in verf	handelaar in verf	handelaar	handelaar	41025	63.06
plaatsvervangend heemraad	plaatsvervangend heemraad	heemraad	heemraad	20110	93.36
leerling ladingmeester	leerling ladingmeester	ladingmeester	ladingmeester	22245	72.48
procuratiehouder bij een handelszaak	procuratiehouder bij een handel_zaak	procuratiehouder	procuratiehouder	33940	70.19
procuratiehouder bij een bakkerij	procuratiehouder bij een bakkerij	procuratiehouder	procuratiehouder	33940	70.19
arbeider bij een tegelfabriek	arbeider bij een tegel_fabriek	arbeider	arbeider	89242	57.95
commandant bij de koninklijke marechaussee	commandant bij de koninklijk marechaussee	commandant	commandant	58225	58.36
opzichter bij de werken van de maasmond	opzichter bij de werk van de maas_mond	opzichter	opzichter	22675	78.55
klerk bij een suikerfabriek	klerk bij een suiker_fabriek	klerk	klerk	39990	71.19
kapitein bij de infanterie	kapitein bij de infanterie	kapitein	kapitein	58320	95.41
handelaar in drogerijartikelen	handelaar in droog_rij_artikel	handelaar	handelaar	41025	63.06
beambte bij het rijk	beambte bij het rijk	beambte	beambte	31090	80.98
directeur bij de internationale expeditie	directeur bij de internationaal expeditie	directeur	directeur	21960	84.88
heelkundige	heelkundige	heelkundige	heelkundige	6105	92.87
handelaar in oesters	handelaar in oester	handelaar	handelaar	41025	63.06
bankwerker bij de elektrische centrale	bank_werker bij de electrisch centrale	bankwerker	bank_werker	83210	60.75
aardevoerder bij een steenfabriek	aardevoerder bij een steen_fabriek	aardevoerder	aardevoerder	89390	58.4
opzichter bij de staatsspoorwegen	opzichter bij de staats_spoor_weg	opzichter	opzichter	22230	73.33
gecommiteerde bij de dragonders	gecommiteerd bij de dragonders	gecommiteerde	gecommiteerd	58340	52.11
kladschilder	kladschilder	kladschilder	klad_schilder	93120	57.72
venter in kunstbloemen	venter in kunst_bloem	venter	venter	45220	51.9
chef wapensmid	chef wapen_smid	chef	chef	83110	55.31
gepensioneerd matroos bij de koninklijke marine	gepensioneerd matroos bij de koninklijk marine	matroos	matroos	98135	52.91
dienstknecht bij de tuiniers	dienst_knecht bij de tuinier	dienstknecht	dienst_knecht	54020	41.43
machinist bij de hollandse ijzeren spoorwegmaatschappij	machinist bij de Hollands ijzeren spoorweg_maatschappij	machinist	machinist	98320	61.13
binnenvader bij een binnengasthuis	binnen_vader bij een binnen_gas_thuis	binnenvader	binnen_vader	22460	54.18
oud directeur bij het postkantoor	oud directeur bij het post_kantoor	directeur	directeur	21110	84.88
militair bij de infanterie en porseleinschilder	militair bij de infanterie en porselein_schilder	militair	militair	89530	57.61
onderwijzeres bij het bijzonder onderwijs	onderwijzeres bij het bijzonder onderwijs	onderwijzeres	onderwijzeres	13320	67.88
amanuensis bij de zuivelschool	amanuensis bij de zuivel_school	amanuensis	amanuensis	1400	69.76
betonvlechter	betonvlechter	betonvlechter	betonvlechter	95230	53.13
eerste timmerman	eerste timmerman	timmerman	timmerman	95410	53.84
officier van gezondheid en medicinae doctor	officier van gezondheid en medicinae doctor	officier	officier	6140	92.87
vicepresident bij een arrondissementsrechtbank	vice_president bij een arrondissement_rechtbank	vicepresident	vice_president	12210	99
winkelier in boter kaas en eieren	winkelier in boter kaas en ei	winkelier	winkelier	41030	57.59
oud directeur	oud directeur	directeur	directeur	21110	84.88
eerste schiemansmaat aan boord	eerste schiemansmaat aan boord	schiemansmaat	schiemansmaat	98140	52.91
bestuurder bij een kostschool	bestuurder bij een kost_school	bestuurder	bestuurder	21990	89.86
huishoudster bij een vereniging	huishoudster bij een vereniging	huishoudster	huishoudster	54090	63.13
pakhuismeester	pakhuis_meester	pakhuismeester	pakhuis_meester	39140	67.3
archivaris	archivaris	archivaris	archivaris	19130	87.02
expeditiechef bij een bouwmaterialenhandel	expeditie_chef bij een bouwmateriaal_handel	expeditiechef	expeditie_chef	22190	88.55
houder van een adviesbureau	houder van een advies_bureau	houder	houder	59990	63.88
gepensioneerd wachtmeester	gepensioneerd wachtmeester	wachtmeester	wachtmeester	58330	61.68
elektrotechnicus	elektrotechnicus	elektrotechnicus	elektrotechnicus	3405	82.13
koopman in stokvis	koopman in stokvis	koopman	koopman	41025	63.06
commies bij de zeedijken	commies bij de zee_dijk	commies	commies	31090	80.98
machinist bij een suikerfabriek	machinist bij een suiker_fabriek	machinist	machinist	96910	60.66
beambte bij een fabriek	beambte bij een fabriek	beambte	beambte	39990	71.19
plaatwerker bij een glasfabriek	plaat_werker bij een glas_fabriek	plaatwerker	plaat_werker	89390	58.4
assistent commies bij de politie	assistent commies bij de politie	assistent	assistent	39990	71.19
griffier bij de directie	griffier bij de directie	griffier	griffier	39340	75.25
syndicus bij de zeelieden	syndicus bij de zeeman	syndicus	syndicus	98135	52.91
hoofd bij de secretarie	hoofd bij de secretarie	hoofd	hoofd	21940	88.52
mechanicus bij een naaimachinebedrijf	mechanicus bij een naaimachine_bedrijf	mechanicus	mechanicus	84150	62.38
aardewerker	aarde_werker	aardewerker	aarde_werker	89200	54.31
mouter	mouter	mouter	mouter	77820	62.65
leraar oude talen	leraar oud taal	leraar	leraar	13215	85.23
aardappelkoopman	aardappel_koopman	aardappelkoopman	aardappelkoopman	42220	66.45
torpedomaker	torpedomaker	torpedomaker	torpedo_maker	83990	57.81
korporaal schrijver bij de koninklijke marine	korporaal schrijver bij de koninklijk marine	korporaal	korporaal	39320	69.05
pontonnier	ponton_nier	pontonnier	ponton_nier	98990	53.99
directeur van de openbare handelsschook	directeur van de openbaar handelsschook	directeur	directeur	21110	84.88
corrector bij de algemene landsdrukkerij	corrector bij de algemeen land_drukkerij	corrector	corrector	39940	71.8
ondermeester	onder_meester	ondermeester	ondermeester	13320	67.88
hoofdopzichter bij de arbeid	hoofd_opzichter bij de arbeid	hoofdopzichter	hoofd_opzichter	22190	88.55
hoofdonderwijzer bij een bijzondere school	hoofd_onderwijzer bij een bijzonder school	hoofdonderwijzer	hoofd_onderwijzer	13320	67.88
hoefsmid bij de koninklijke marechaussee	hoef_smid bij de koninklijk marechaussee	hoefsmid	hoef_smid	83110	55.31
fabrikant van corsetten	fabrikant van corsetten	fabrikant	fabrikant	21110	84.88
ambtenaar bij het departement van marine	ambtenaar bij het departement van marine	ambtenaar	ambtenaar	31090	80.98
kantonnier bij de rijksweg	kanton_nier bij de rijk_weg	kantonnier	kanton_nier	95160	51.63
installateur bij een elektrische apparaten en oliestookinrichting	installateur bij een electrisch apparaat en olie_stoken_inrichting	installateur	installateur	84100	66.2
sergeant bij de vestingartillerie	sergeant bij de vesting_artillerie	sergeant	sergeant	58330	61.68
knaap bij de vleeshal	knaap bij de vlees_hal	knaap	knaap	59990	63.88
schatter	schatter	schatter	schatter	44330	72.37
hoofdopzichter bij bouw en woningtoezicht	hoofd_opzichter bij bouw en woning_toezicht	hoofdopzichter	hoofd_opzichter	22190	88.55
agent bij de politie derde klasse	agent bij de politie derde klasse	agent	agent	58220	54.83
meester timmerman	meester timmerman	meester	meester	95410	53.84
meester in de glasblazerij	meester in de glasblazerij	meester	meester	89120	53.58
opzichter bij waterstaat	opzichter bij waterstaat	opzichter	opzichter	22690	57.72
knecht bij een krankzinnigengesticht	knecht bij een krankzinnigengesticht	knecht	knecht	54090	63.13
marinier eerste klasse	marinier eerste klasse	marinier	marinier	58340	52.11
mijnwerker ophaalmachinist ondergronds	mijnwerker ophaalmachinist ondergronds	mijnwerker	mijnwerker	71125	50.56
koopvrouw in het klein	koop_vrouw in het klein	koopvrouw	koop_vrouw	41030	57.59
gepensioneerd boswachter	gepensioneerd boswachter	boswachter	boswachter	63220	55.15
directeur bij een verkoopcentrale	directeur bij een verkoop_centrale	directeur	directeur	21110	84.88
mechanicus	mechanicus	mechanicus	mechanicus	84100	66.2
kajuitskok	kajuit_kok	kajuitskok	kajuitskok	53150	57.66
agent van inkwartiering	agent van inkwartiering	agent	agent	31090	80.98
smid bij een ijzerfabriek	smid bij een ijzer_fabriek	smid	smid	83110	55.31
smid bij de rhijnspoorweg	smid bij de rhijnspoorweg	smid	smid	83110	55.31
agent voor huren	agent voor huren	agent	agent	44220	72.37
tijdelijk lijnwachter bij de telegrafie	tijdelijk lijn_wachter bij de telegrafie	lijnwachter	lijn_wachter	85700	58.86
particuliere	particulier	particuliere	particuliere	-1	NA
officier ter zee tweede klasse	officier ter zee tweede klasse	officier	officier	58320	95.41
vader	vader	vader	vader	22460	54.18
bediende bij een boekhandel	bediende bij een boek_handel	bediende	bediende	45130	58.02
leraar bij het uitgebreid lager onderwijs	leraar bij het uitgebreid laag onderwijs	leraar	leraar	13320	67.88
ondermeester bij een lakenfabriek	onder_meester bij een laken_fabriek	ondermeester	onder_meester	75000	55.2
poetser bij de spoorwegen	poetser bij de spoor_weg	poetser	poetser	99910	57.34
controleur een havenbedrijf	controleur een haven_bedrijf	controleur	controleur	94980	75.19
rangeerder bij de mbs	rangeerder bij de mbs	rangeerder	rangeerder	98440	59.41
klerk bij de rijks directe belastingen	klerk bij de rijks direct belasting	klerk	klerk	31030	69.38
sleepbootkapitein	sleepboot_kapitein	sleepbootkapitein	sleepbootkapitein	4220	56.06
havenmeester	haven_meester	havenmeester	haven_meester	22290	72.48
koolmeter	kool_meter	koolmeter	koolmeter	39150	67.3
tremmer bij de shv	tremmer bij de shv	tremmer	tremmer	98290	54
opzichter bij de veenderij	opzichter bij de veenderij	opzichter	opzichter	22520	64.87
gepensioneerd dagloner	gepensioneerd dagloner	dagloner	dagloner	99920	44.04
koopvrouw in haring	koop_vrouw in haring	koopvrouw	koop_vrouw	41025	63.06
monteur bij de rijkstelefoon	monteur bij de rijk_telefoon	monteur	monteur	85620	67.26
heemraad	heemraad	heemraad	heemraad	20110	93.36
rentmeester	rentmeester	rentmeester	rentmeester	21990	89.86
lampenist	lampenist	lampenist	lampenist	99910	57.34
koopman in import en export	koopman in import en export	koopman	koopman	41025	63.06
bibliotheekhouder	bibliotheek_houder	bibliotheekhouder	bibliotheek_houder	19120	87.02
oud rechter	oud rechter	rechter	rechter	12210	99
schilder bij de nederlandse spoorwegen	schilder bij de Nederlands spoor_weg	schilder	schilder	93190	69.47
commies bij de telegrafie	commies bij de telegrafie	commies	commies	38040	69.15
winkelbediende in huishoudelijke artikelen	winkel_bediende in huishoudelijk artikel	winkelbediende	winkel_bediende	45130	58.02
brigadier bij de artillerie	brigadier bij de artillerie	brigadier	brigadier	58220	54.83
flankeur bij de infanterie van de nationale militie	flankeur bij de infanterie van de nationaal militie	flankeur	flankeur	58340	52.11
verpleger psychiatrische inrichting	verpleger psychiatrisch inrichting	verpleger	verpleger	7110	69.15
stuurman bij de scheepvaart	stuurman bij de scheepvaart	stuurman	stuurman	4230	66.7
opzichter tekenaar bij de gemeentewerken	opzichter tekenaar bij de gemeente_werk	opzichter	opzichter	3110	74.34
scheepssmid	scheep_smid	scheepssmid	scheepssmid	83110	55.31
schrijversmaat	schrijver_maat	schrijversmaat	schrijversmaat	39320	69.05
stoker bij een waterleidingsmaatschappij	stoker bij een waterleiding_maatschappij	stoker	stoker	96930	58.13
filiaalhouder van een bakkerij	filiaal_houder van een bakkerij	filiaalhouder	filiaal_houder	22330	85.63
werkster aan de zd willemsvaart	werkster aan de zd willemsvaart	werkster	werkster	99910	57.34
matroos tweede klasse bij de koninklijke marine	matroos tweede klasse bij de koninklijk marine	matroos	matroos	98135	52.91
aandraaister	aan_draai_ster	aandraaister	aandraaister	75490	56.52
directeur bij de kosmos	directeur bij de kosmos	directeur	directeur	21110	84.88
stellingwerker bij een scheepswerf	stelling_werker bij een scheepswerf	stellingwerker	stelling_werker	95940	53.84
directeur bij de kinderzorg	directeur bij de kinderzorg	directeur	directeur	21110	84.88
fabrikant van waskaarsen	fabrikant van was_kaars	fabrikant	fabrikant	21110	84.88
winkelier in huishoudelijke artikelen	winkelier in huishoudelijk artikel	winkelier	winkelier	41030	57.59
tijdelijk schilder	tijdelijk schilder	schilder	schilder	93120	57.72
ingenieur controleur bij het kadaster	ingenieur controleur bij het Kadaster	ingenieur	ingenieur	2290	89.01
sieraadschilder	sieraad_schilder	sieraadschilder	sieraadschilder	16190	74.04
directeur bij de utrechtse waterleiding	directeur bij de Utrechts waterleiding	directeur	directeur	21110	84.88
machinebankwerker op een dekenfabriek	machine_bank_werker op een deken_fabriek	machinebankwerker	machine_bank_werker	83410	71.09
helper bij de centrale keuken	helper bij de centraal keuken	helper	helper	53190	57.75
kantinebeheerder	kantine_beheerder	kantinebeheerder	kantinebeheerder	51050	58.02
arbeider bij een houtzagerij	arbeider bij een houtzagerij	arbeider	arbeider	73210	57.06
handelaarster in wijnen	handelaar_ster in wijn	handelaarster	handelaar_ster	41025	63.06
reiziger in advertenties	reiziger in advertentie	reiziger	reiziger	43220	73.55
